country_name,iso3,year,theta_hat_A,cutoff
Mexico,MEX,2014,.0033660571727817,-.0324804984770311
Mexico,MEX,2015,.0042770693583076,-.0324804984770311
Mexico,MEX,2016,.0119024688123786,-.0324804984770311
Mexico,MEX,2017,.012223138134679,-.0324804984770311
Mexico,MEX,2018,.0214195367770078,-.0324804984770311
Malaysia,MYS,2002,-.011956579859355,-.0324804984770311
Malaysia,MYS,2003,-.0186398186794314,-.0324804984770311
Malaysia,MYS,2004,-.0072417184506407,-.0324804984770311
Malaysia,MYS,2005,-.01341201440798,-.0324804984770311
Malaysia,MYS,2006,-.0146944372662597,-.0324804984770311
Malaysia,MYS,2007,-.0225386506322518,-.0324804984770311
Malaysia,MYS,2008,-.0211011211923221,-.0324804984770311
Malaysia,MYS,2009,-.0085990183136142,-.0324804984770311
